scenario,N,method,metric,mean,sd,ci95_low,ci95_high
four_cluster,200,alns_sca_lite,K,13.266667,1.2847469,12.786988,13.746345
four_cluster,200,alns_sca_lite,throughput_Mbps,9855.832,3797.3252,8438.0467,11273.617
four_cluster,200,alns_sca_lite,mean_user_rate_Mbps,49.27916,18.986626,42.190233,56.368087
four_cluster,200,alns_sca_lite,p5_rate_Mbps,8.1283622,5.1276163,6.2138938,10.042831
four_cluster,200,alns_sca_lite,qos_violation,0.00016666667,0.00091287093,-0.00017416667,0.0005075
four_cluster,200,alns_sca_lite,jain_fairness,0.64226776,0.078451403,0.61297682,0.67155871
four_cluster,200,alns_sca_lite,time_s,0.085266667,0.030226653,0.073981116,0.096552217
four_cluster,200,fixed_gno_refine,coverage,0.99983333,0.00091287093,0.9994925,1.0001742
four_cluster,200,fixed_gno_refine,K,20,0,20,20
four_cluster,200,fixed_gno_refine,throughput_Mbps,10130.511,4763.1734,8352.1122,11908.909
four_cluster,200,fixed_gno_refine,mean_user_rate_Mbps,50.652553,23.815867,41.760561,59.544546
four_cluster,200,fixed_gno_refine,p5_rate_Mbps,11.611213,7.2901831,8.8893191,14.333106
four_cluster,200,fixed_gno_refine,qos_violation,0.00016666667,0.00091287093,-0.00017416667,0.0005075
four_cluster,200,fixed_gno_refine,jain_fairness,0.69833846,0.091966998,0.66400127,0.73267564
four_cluster,200,fixed_gno_refine,time_s,0.0546,0.022556595,0.046178175,0.063021825
four_cluster,200,gno,coverage,0.9995,0.0020128895,0.99874846,1.0002515
four_cluster,200,gno,K,20,0,20,20
four_cluster,200,gno,throughput_Mbps,3617.4647,576.89275,3402.0736,3832.8558
four_cluster,200,gno,mean_user_rate_Mbps,18.087323,2.8844637,17.010368,19.164279
four_cluster,200,gno,p5_rate_Mbps,3.862531,1.4884868,3.3067833,4.4182787
four_cluster,200,gno,qos_violation,0.0005,0.0020128895,-0.0002515409,0.0012515409
four_cluster,200,gno,jain_fairness,0.58153372,0.071387045,0.55488035,0.60818709
four_cluster,200,gno,time_s,0.0074,0.0092981274,0.003928412,0.010871588
four_cluster,200,kmeans_grid,coverage,0.88466667,0.033986136,0.87197746,0.89735587
four_cluster,200,kmeans_grid,K,10,0,10,10
four_cluster,200,kmeans_grid,throughput_Mbps,12677.131,717.77601,12409.139,12945.123
four_cluster,200,kmeans_grid,mean_user_rate_Mbps,63.385655,3.5888801,62.045695,64.725614
four_cluster,200,kmeans_grid,p5_rate_Mbps,0,0,0,0
four_cluster,200,kmeans_grid,qos_violation,0.11533333,0.033986136,0.10264413,0.12802254
four_cluster,200,kmeans_grid,jain_fairness,0.59301045,0.038485998,0.57864115,0.60737974
four_cluster,200,kmeans_grid,time_s,0.0045333333,0.0016131642,0.0039310355,0.0051356311
four_cluster,200,pso_high_12x16,coverage,1,0,1,1
four_cluster,200,pso_high_12x16,K,13.266667,1.2847469,12.786988,13.746345
four_cluster,200,pso_high_12x16,throughput_Mbps,8036.928,677.4356,7783.9977,8289.8582
four_cluster,200,pso_high_12x16,mean_user_rate_Mbps,40.18464,3.387178,38.919989,41.449291
four_cluster,200,pso_high_12x16,p5_rate_Mbps,6.4869062,3.7788772,5.0760087,7.8978036
four_cluster,200,pso_high_12x16,qos_violation,0,0,0,0
four_cluster,200,pso_high_12x16,jain_fairness,0.64032501,0.09203847,0.60596114,0.67468888
four_cluster,200,pso_high_12x16,time_s,0.3769,0.20204205,0.30146473,0.45233527
four_cluster,200,pso_low_3x4,coverage,0.99333333,0.012200433,0.98877813,0.99788854
four_cluster,200,pso_low_3x4,K,13.266667,1.2847469,12.786988,13.746345
four_cluster,200,pso_low_3x4,throughput_Mbps,6152.3968,940.91233,5801.0938,6503.6998
four_cluster,200,pso_low_3x4,mean_user_rate_Mbps,30.761984,4.7045616,29.005469,32.518499
four_cluster,200,pso_low_3x4,p5_rate_Mbps,3.3099613,2.7283284,2.2913011,4.3286214
four_cluster,200,pso_low_3x4,qos_violation,0.0066666667,0.012200433,0.0021114615,0.011221872
four_cluster,200,pso_low_3x4,jain_fairness,0.60652378,0.079320647,0.57690829,0.63613927
four_cluster,200,pso_low_3x4,time_s,0.027666667,0.012078289,0.023157066,0.032176267
four_cluster,200,pso_mid_6x8,coverage,0.99916667,0.0037331999,0.99777282,1.0005605
four_cluster,200,pso_mid_6x8,K,13.266667,1.2847469,12.786988,13.746345
four_cluster,200,pso_mid_6x8,throughput_Mbps,6694.2391,816.13255,6389.5244,6998.9537
four_cluster,200,pso_mid_6x8,mean_user_rate_Mbps,33.471195,4.0806628,31.947622,34.994769
four_cluster,200,pso_mid_6x8,p5_rate_Mbps,5.0392431,3.284374,3.8129754,6.2655108
four_cluster,200,pso_mid_6x8,qos_violation,0.00083333333,0.0037331999,-0.0005605099,0.0022271766
four_cluster,200,pso_mid_6x8,jain_fairness,0.60145768,0.096807512,0.56531322,0.63760214
four_cluster,200,pso_mid_6x8,time_s,0.094833333,0.046979147,0.077293001,0.11237367
four_cluster,300,alns_no_refine,coverage,0.99866667,0.004341724,0.99704562,1.0002877
four_cluster,300,alns_no_refine,K,19.133333,2.1613108,18.326377,19.940289
four_cluster,300,alns_no_refine,throughput_Mbps,4805.8315,693.85951,4546.7691,5064.8938
four_cluster,300,alns_no_refine,mean_user_rate_Mbps,16.019438,2.312865,15.155897,16.882979
four_cluster,300,alns_no_refine,p5_rate_Mbps,2.1079548,0.82580253,1.7996297,2.4162799
four_cluster,300,alns_no_refine,qos_violation,0.0013333327,0.004341724,-0.00028771169,0.002954377
four_cluster,300,alns_no_refine,jain_fairness,0.50998184,0.052528624,0.49036954,0.52959415
four_cluster,300,alns_no_refine,time_s,0.038066667,0.0074321452,0.03529177,0.040841564
four_cluster,300,alns_sca_lite,coverage,1,0,1,1
four_cluster,300,alns_sca_lite,K,20.033333,2.1412747,19.233858,20.832809
four_cluster,300,alns_sca_lite,throughput_Mbps,11610.65,7080.7177,8966.9633,14254.336
four_cluster,300,alns_sca_lite,mean_user_rate_Mbps,38.702166,23.602392,29.889878,47.514455
four_cluster,300,alns_sca_lite,p5_rate_Mbps,7.1912271,6.201017,4.8759893,9.5064649
four_cluster,300,alns_sca_lite,qos_violation,0,0,0,0
four_cluster,300,alns_sca_lite,jain_fairness,0.62820526,0.10168902,0.59023822,0.6661723
four_cluster,300,alns_sca_lite,time_s,0.064266667,0.01044504,0.060366863,0.068166471
four_cluster,300,fixed_gno_refine,coverage,0.99955556,0.0024343219,0.99864667,1.0004644
four_cluster,300,fixed_gno_refine,K,30,0,30,30
four_cluster,300,fixed_gno_refine,throughput_Mbps,11289.682,7378.255,8534.9056,14044.458
four_cluster,300,fixed_gno_refine,mean_user_rate_Mbps,37.632273,24.594183,28.449685,46.814861
four_cluster,300,fixed_gno_refine,p5_rate_Mbps,9.1259574,7.6112719,6.2841809,11.967734
four_cluster,300,fixed_gno_refine,qos_violation,0.00044444433,0.0024343219,-0.00046444433,0.001353333
four_cluster,300,fixed_gno_refine,jain_fairness,0.65152277,0.12659562,0.6042565,0.69878905
four_cluster,300,fixed_gno_refine,time_s,0.035066667,0.0061078431,0.032786217,0.037347117
four_cluster,300,gno,coverage,0.99811111,0.0049273125,0.99627143,0.99995079
four_cluster,300,gno,K,30,0,30,30
four_cluster,300,gno,throughput_Mbps,4329.4337,590.19826,4109.0748,4549.7926
four_cluster,300,gno,mean_user_rate_Mbps,14.431446,1.9673275,13.696916,15.165975
four_cluster,300,gno,p5_rate_Mbps,2.4319283,0.86903738,2.1074608,2.7563957
four_cluster,300,gno,qos_violation,0.0018888883,0.0049273125,4.9206191e-05,0.0037285705
four_cluster,300,gno,jain_fairness,0.52167886,0.062687661,0.49827354,0.54508419
four_cluster,300,gno,time_s,0.0034,0.00062145547,0.0031679708,0.0036320292
four_cluster,300,kmeans_grid,coverage,0.90566667,0.025851773,0.89601454,0.91531879
four_cluster,300,kmeans_grid,K,15,0,15,15
four_cluster,300,kmeans_grid,throughput_Mbps,18760.042,1335.362,18261.465,19258.618
four_cluster,300,kmeans_grid,mean_user_rate_Mbps,62.533472,4.4512066,60.871551,64.195393
four_cluster,300,kmeans_grid,p5_rate_Mbps,0.017201454,0.094216244,-0.017975519,0.052378427
four_cluster,300,kmeans_grid,qos_violation,0.094333333,0.025851773,0.084681206,0.10398546
four_cluster,300,kmeans_grid,jain_fairness,0.62390958,0.033731444,0.61131547,0.63650369
four_cluster,300,kmeans_grid,time_s,0.0033666667,0.00066867514,0.0031170073,0.003616326
four_cluster,300,pso_high_12x16,coverage,0.99966667,0.0018257419,0.998985,1.0003483
four_cluster,300,pso_high_12x16,K,20.033333,2.1412747,19.233858,20.832809
four_cluster,300,pso_high_12x16,throughput_Mbps,8506.4587,910.44115,8166.5325,8846.3848
four_cluster,300,pso_high_12x16,mean_user_rate_Mbps,28.354862,3.0348038,27.221775,29.487949
four_cluster,300,pso_high_12x16,p5_rate_Mbps,3.8280365,1.5452718,3.2510873,4.4049857
four_cluster,300,pso_high_12x16,qos_violation,0.00033333333,0.0018257419,-0.00034833333,0.001015
four_cluster,300,pso_high_12x16,jain_fairness,0.62393263,0.054720686,0.60350188,0.64436337
four_cluster,300,pso_high_12x16,time_s,0.27693333,0.039986147,0.26200394,0.29186273
four_cluster,300,pso_low_3x4,coverage,0.99544444,0.0063416968,0.99307668,0.99781221
four_cluster,300,pso_low_3x4,K,20.033333,2.1412747,19.233858,20.832809
four_cluster,300,pso_low_3x4,throughput_Mbps,6692.4579,720.00917,6423.6322,6961.2835
four_cluster,300,pso_low_3x4,mean_user_rate_Mbps,22.308193,2.4000306,21.412107,23.204278
four_cluster,300,pso_low_3x4,p5_rate_Mbps,3.1130506,1.8023681,2.4401108,3.7859903
four_cluster,300,pso_low_3x4,qos_violation,0.0045555557,0.0063416968,0.0021877931,0.0069233183
four_cluster,300,pso_low_3x4,jain_fairness,0.63678571,0.069685278,0.61076772,0.6628037
four_cluster,300,pso_low_3x4,time_s,0.021733333,0.0073995961,0.018970589,0.024496078
four_cluster,300,pso_mid_6x8,coverage,0.99888889,0.0034277798,0.99760908,1.0001687
four_cluster,300,pso_mid_6x8,K,20.033333,2.1412747,19.233858,20.832809
four_cluster,300,pso_mid_6x8,throughput_Mbps,7464.1216,898.11536,7128.7975,7799.4457
four_cluster,300,pso_mid_6x8,mean_user_rate_Mbps,24.880405,2.9937179,23.762658,25.998152
four_cluster,300,pso_mid_6x8,p5_rate_Mbps,3.0643341,1.9886994,2.3218249,3.8068433
four_cluster,300,pso_mid_6x8,qos_violation,0.0011111107,0.0034277798,-0.00016869962,0.0023909209
four_cluster,300,pso_mid_6x8,jain_fairness,0.61991415,0.061293538,0.59702934,0.64279897
four_cluster,300,pso_mid_6x8,time_s,0.0736,0.012813247,0.068815992,0.078384008
four_cluster,400,alns_no_refine,coverage,0.9965,0.0048066047,0.99470539,0.99829461
four_cluster,400,alns_no_refine,K,26.2,1.8827713,25.497041,26.902959
four_cluster,400,alns_no_refine,throughput_Mbps,5523.4705,604.89091,5297.6259,5749.3151
four_cluster,400,alns_no_refine,mean_user_rate_Mbps,13.808676,1.5122273,13.244065,14.373288
four_cluster,400,alns_no_refine,p5_rate_Mbps,1.6469797,0.44756518,1.4798748,1.8140845
four_cluster,400,alns_no_refine,qos_violation,0.0035,0.0048066047,0.0017053859,0.0052946141
four_cluster,400,alns_no_refine,jain_fairness,0.49528185,0.050443416,0.47644808,0.51411562
four_cluster,400,alns_no_refine,time_s,0.0604,0.0030354231,0.059266682,0.061533318
four_cluster,400,alns_sca_lite,coverage,0.99933333,0.0014582307,0.99878888,0.99987778
four_cluster,400,alns_sca_lite,K,27.466667,2.7634727,26.434885,28.498448
four_cluster,400,alns_sca_lite,throughput_Mbps,11748.454,8180.3689,8694.1966,14802.71
four_cluster,400,alns_sca_lite,mean_user_rate_Mbps,29.371134,20.450922,21.735491,37.006776
four_cluster,400,alns_sca_lite,p5_rate_Mbps,5.4613713,5.6002286,3.3704464,7.5522963
four_cluster,400,alns_sca_lite,qos_violation,0.00066666667,0.0014582307,0.00012221551,0.0012111178
four_cluster,400,alns_sca_lite,jain_fairness,0.5925965,0.10757125,0.55243325,0.63275976
four_cluster,400,alns_sca_lite,time_s,0.1019,0.0058859857,0.099702384,0.10409762
four_cluster,400,fixed_gno_refine,coverage,0.99875,0.0028428677,0.99768857,0.99981143
four_cluster,400,fixed_gno_refine,K,40,0,40,40
four_cluster,400,fixed_gno_refine,throughput_Mbps,10699.359,8042.8,7696.4655,13702.253
four_cluster,400,fixed_gno_refine,mean_user_rate_Mbps,26.748398,20.107,19.241164,34.255632
four_cluster,400,fixed_gno_refine,p5_rate_Mbps,6.2172158,6.2932798,3.8675304,8.5669013
four_cluster,400,fixed_gno_refine,qos_violation,0.00125,0.0028428677,0.00018857496,0.002311425
four_cluster,400,fixed_gno_refine,jain_fairness,0.59976366,0.13007757,0.55119735,0.64832997
four_cluster,400,fixed_gno_refine,time_s,0.049833333,0.0023205727,0.048966915,0.050699752
four_cluster,400,gno,coverage,0.99633333,0.0047675869,0.99455329,0.99811338
four_cluster,400,gno,K,40,0,40,40
four_cluster,400,gno,throughput_Mbps,4881.6345,610.22063,4653.7999,5109.469
four_cluster,400,gno,mean_user_rate_Mbps,12.204086,1.5255516,11.6345,12.773673
four_cluster,400,gno,p5_rate_Mbps,1.9404958,0.50323567,1.7526057,2.128386
four_cluster,400,gno,qos_violation,0.0036666667,0.0047675869,0.0018866203,0.005446713
four_cluster,400,gno,jain_fairness,0.5060799,0.055612984,0.48531601,0.5268438
four_cluster,400,gno,time_s,0.0049333333,0.00052083046,0.0047388739,0.0051277928
four_cluster,400,kmeans_grid,coverage,0.89616667,0.032864228,0.88389634,0.90843699
four_cluster,400,kmeans_grid,K,20,0,20,20
four_cluster,400,kmeans_grid,throughput_Mbps,23433.542,1157.7239,23001.29,23865.795
four_cluster,400,kmeans_grid,mean_user_rate_Mbps,58.583856,2.8943097,57.503224,59.664488
four_cluster,400,kmeans_grid,p5_rate_Mbps,0,0,0,0
four_cluster,400,kmeans_grid,qos_violation,0.10383333,0.032864228,0.091563007,0.11610366
four_cluster,400,kmeans_grid,jain_fairness,0.62389074,0.03012159,0.61264442,0.63513707
four_cluster,400,kmeans_grid,time_s,0.0047333333,0.00052083046,0.0045388739,0.0049277928
four_cluster,400,pso_high_12x16,coverage,1,0,1,1
four_cluster,400,pso_high_12x16,K,27.466667,2.7634727,26.434885,28.498448
four_cluster,400,pso_high_12x16,throughput_Mbps,9245.2475,1141.4005,8819.0894,9671.4056
four_cluster,400,pso_high_12x16,mean_user_rate_Mbps,23.113119,2.8535014,22.047724,24.178514
four_cluster,400,pso_high_12x16,p5_rate_Mbps,3.5741062,1.4680214,3.0259996,4.1222128
four_cluster,400,pso_high_12x16,qos_violation,0,0,0,0
four_cluster,400,pso_high_12x16,jain_fairness,0.62616588,0.051690424,0.60686653,0.64546523
four_cluster,400,pso_high_12x16,time_s,0.44773333,0.04954269,0.42923587,0.4662308
four_cluster,400,pso_low_3x4,coverage,0.99675,0.005914258,0.99454183,0.99895817
four_cluster,400,pso_low_3x4,K,27.466667,2.7634727,26.434885,28.498448
four_cluster,400,pso_low_3x4,throughput_Mbps,7543.0599,1016.7063,7163.4581,7922.6616
four_cluster,400,pso_low_3x4,mean_user_rate_Mbps,18.85765,2.5417658,17.908645,19.806654
four_cluster,400,pso_low_3x4,p5_rate_Mbps,2.9063573,1.3675637,2.395758,3.4169566
four_cluster,400,pso_low_3x4,qos_violation,0.00325,0.005914258,0.0010418277,0.0054581723
four_cluster,400,pso_low_3x4,jain_fairness,0.63689918,0.06655838,0.61204867,0.6617497
four_cluster,400,pso_low_3x4,time_s,0.032666667,0.0045813214,0.030956165,0.034377168
four_cluster,400,pso_mid_6x8,coverage,0.99883333,0.0040329106,0.99732759,1.0003391
four_cluster,400,pso_mid_6x8,K,27.466667,2.7634727,26.434885,28.498448
four_cluster,400,pso_mid_6x8,throughput_Mbps,7996.0566,904.14245,7658.4821,8333.631
four_cluster,400,pso_mid_6x8,mean_user_rate_Mbps,19.990141,2.2603561,19.146205,20.834077
four_cluster,400,pso_mid_6x8,p5_rate_Mbps,3.2326678,1.7467933,2.5804777,3.8848578
four_cluster,400,pso_mid_6x8,qos_violation,0.0011666667,0.0040329106,-0.00033907781,0.0026724111
four_cluster,400,pso_mid_6x8,jain_fairness,0.64191122,0.060817587,0.61920411,0.66461833
four_cluster,400,pso_mid_6x8,time_s,0.11846667,0.014554851,0.11303241,0.12390093
hotspot,100,alns_no_refine,coverage,0.989,0.011551981,0.9846869,0.9933131
hotspot,100,alns_no_refine,K,6.2333333,0.62606232,5.9995841,6.4670826
hotspot,100,alns_no_refine,throughput_Mbps,4547.3612,648.91794,4305.0784,4789.6439
hotspot,100,alns_no_refine,mean_user_rate_Mbps,45.473612,6.4891794,43.050784,47.896439
hotspot,100,alns_no_refine,p5_rate_Mbps,6.3312575,3.4362135,5.0482984,7.6142167
hotspot,100,alns_no_refine,qos_violation,0.011,0.011551981,0.0066869036,0.015313096
hotspot,100,alns_no_refine,jain_fairness,0.53634388,0.074594583,0.50849293,0.56419483
hotspot,100,alns_no_refine,time_s,0.0051666667,0.0034748687,0.0038692751,0.0064640583
hotspot,100,alns_sca_lite,coverage,0.99766667,0.0050400693,0.99578489,0.99954845
hotspot,100,alns_sca_lite,K,6.7333333,0.58329228,6.5155529,6.9511138
hotspot,100,alns_sca_lite,throughput_Mbps,6249.0697,886.82508,5917.9609,6580.1784
hotspot,100,alns_sca_lite,mean_user_rate_Mbps,62.490697,8.8682508,59.179609,65.801784
hotspot,100,alns_sca_lite,p5_rate_Mbps,12.961632,3.9309862,11.493942,14.429322
hotspot,100,alns_sca_lite,qos_violation,0.0023333333,0.0050400693,0.00045155183,0.0042151148
hotspot,100,alns_sca_lite,jain_fairness,0.66319219,0.06069261,0.64053174,0.68585264
hotspot,100,alns_sca_lite,time_s,0.010466667,0.0016965143,0.0098332489,0.011100084
hotspot,100,fixed_gno_refine,coverage,1,0,1,1
hotspot,100,fixed_gno_refine,K,10,0,10,10
hotspot,100,fixed_gno_refine,throughput_Mbps,6440.0738,942.77699,6088.0746,6792.073
hotspot,100,fixed_gno_refine,mean_user_rate_Mbps,64.400738,9.4277699,60.880746,67.92073
hotspot,100,fixed_gno_refine,p5_rate_Mbps,17.869725,2.9433257,16.770793,18.968658
hotspot,100,fixed_gno_refine,qos_violation,0,0,0,0
hotspot,100,fixed_gno_refine,jain_fairness,0.6853061,0.076027092,0.6569203,0.71369189
hotspot,100,fixed_gno_refine,time_s,0.0072333333,0.0015465943,0.0066558904,0.0078107763
hotspot,100,gno,coverage,0.989,0.011551981,0.9846869,0.9933131
hotspot,100,gno,K,10,0,10,10
hotspot,100,gno,throughput_Mbps,3347.9904,466.63131,3173.7669,3522.2138
hotspot,100,gno,mean_user_rate_Mbps,33.479904,4.6663131,31.737669,35.222138
hotspot,100,gno,p5_rate_Mbps,6.9370258,1.5739408,6.3493727,7.524679
hotspot,100,gno,qos_violation,0.011,0.011551981,0.0066869036,0.015313096
hotspot,100,gno,jain_fairness,0.49174109,0.07351801,0.46429209,0.51919008
hotspot,100,gno,time_s,0.00066666667,0.0004794633,0.00048765223,0.0008456811
hotspot,100,kmeans_grid,coverage,0.77566667,0.058585825,0.75379282,0.79754052
hotspot,100,kmeans_grid,K,5,0,5,5
hotspot,100,kmeans_grid,throughput_Mbps,6347.313,822.99601,6040.0357,6654.5902
hotspot,100,kmeans_grid,mean_user_rate_Mbps,63.47313,8.2299601,60.400357,66.545902
hotspot,100,kmeans_grid,p5_rate_Mbps,0,0,0,0
hotspot,100,kmeans_grid,qos_violation,0.22433333,0.058585825,0.20245948,0.24620718
hotspot,100,kmeans_grid,jain_fairness,0.46673691,0.074011883,0.43910352,0.4943703
hotspot,100,kmeans_grid,time_s,0.00046666667,0.00050741626,0.00027721559,0.00065611774
hotspot,100,pso_high_12x16,coverage,1,0,1,1
hotspot,100,pso_high_12x16,K,6.7333333,0.58329228,6.5155529,6.9511138
hotspot,100,pso_high_12x16,throughput_Mbps,4319.9903,1146.2848,3892.0086,4747.972
hotspot,100,pso_high_12x16,mean_user_rate_Mbps,43.199903,11.462848,38.920086,47.47972
hotspot,100,pso_high_12x16,p5_rate_Mbps,3.0203662,2.6152543,2.0439238,3.9968085
hotspot,100,pso_high_12x16,qos_violation,0,0,0,0
hotspot,100,pso_high_12x16,jain_fairness,0.3547192,0.093155494,0.31993828,0.38950013
hotspot,100,pso_high_12x16,time_s,0.043033333,0.0095754115,0.039458217,0.046608449
hotspot,100,pso_low_3x4,coverage,0.967,0.037522407,0.95299048,0.98100952
hotspot,100,pso_low_3x4,K,6.7333333,0.58329228,6.5155529,6.9511138
hotspot,100,pso_low_3x4,throughput_Mbps,2554.6287,505.4096,2365.9268,2743.3305
hotspot,100,pso_low_3x4,mean_user_rate_Mbps,25.546287,5.054096,23.659268,27.433305
hotspot,100,pso_low_3x4,p5_rate_Mbps,1.0931212,1.163863,0.65857638,1.527666
hotspot,100,pso_low_3x4,qos_violation,0.033,0.037522407,0.018990476,0.047009524
hotspot,100,pso_low_3x4,jain_fairness,0.3595367,0.089717145,0.32603953,0.39303388
hotspot,100,pso_low_3x4,time_s,0.0026666667,0.000711159,0.0024011453,0.002932188
hotspot,100,pso_mid_6x8,coverage,0.99766667,0.0062606232,0.99532917,1.0000042
hotspot,100,pso_mid_6x8,K,6.7333333,0.58329228,6.5155529,6.9511138
hotspot,100,pso_mid_6x8,throughput_Mbps,3126.4353,728.16386,2854.565,3398.3056
hotspot,100,pso_mid_6x8,mean_user_rate_Mbps,31.264353,7.2816386,28.54565,33.983056
hotspot,100,pso_mid_6x8,p5_rate_Mbps,2.1627085,1.7062184,1.5256676,2.7997494
hotspot,100,pso_mid_6x8,qos_violation,0.0023333333,0.0062606232,-4.1592855e-06,0.004670826
hotspot,100,pso_mid_6x8,jain_fairness,0.36115086,0.093307382,0.32631322,0.3959885
hotspot,100,pso_mid_6x8,time_s,0.0111,0.003516954,0.0097868952,0.012413105
hotspot,200,alns_no_refine,coverage,0.99483333,0.0062261037,0.99250873,0.99715794
hotspot,200,alns_no_refine,K,11.833333,0.91287093,11.4925,12.174167
hotspot,200,alns_no_refine,throughput_Mbps,6233.1516,905.86715,5894.9332,6571.3699
hotspot,200,alns_no_refine,mean_user_rate_Mbps,31.165758,4.5293357,29.474666,32.85685
hotspot,200,alns_no_refine,p5_rate_Mbps,3.9910167,1.1901403,3.5466609,4.4353725
hotspot,200,alns_no_refine,qos_violation,0.0051666667,0.0062261037,0.0028420624,0.007491271
hotspot,200,alns_no_refine,jain_fairness,0.48453806,0.070715009,0.4581356,0.51094051
hotspot,200,alns_no_refine,time_s,0.024733333,0.0064054574,0.022341765,0.027124902
hotspot,200,alns_sca_lite,coverage,0.99983333,0.00091287093,0.9994925,1.0001742
hotspot,200,alns_sca_lite,K,12.833333,0.64771925,12.591498,13.075169
hotspot,200,alns_sca_lite,throughput_Mbps,10360.838,811.12935,10057.991,10663.684
hotspot,200,alns_sca_lite,mean_user_rate_Mbps,51.804188,4.0556468,50.289955,53.318422
hotspot,200,alns_sca_lite,p5_rate_Mbps,10.614568,2.8204038,9.5615306,11.667606
hotspot,200,alns_sca_lite,qos_violation,0.00016666667,0.00091287093,-0.00017416667,0.0005075
hotspot,200,alns_sca_lite,jain_fairness,0.5826624,0.058436783,0.56084419,0.6044806
hotspot,200,alns_sca_lite,time_s,0.0461,0.0085110476,0.042922279,0.049277721
hotspot,200,fixed_gno_refine,coverage,1,0,1,1
hotspot,200,fixed_gno_refine,K,20,0,20,20
hotspot,200,fixed_gno_refine,throughput_Mbps,9311.2936,785.12493,9018.1561,9604.4312
hotspot,200,fixed_gno_refine,mean_user_rate_Mbps,46.556468,3.9256246,45.09078,48.022156
hotspot,200,fixed_gno_refine,p5_rate_Mbps,14.96226,1.6096599,14.36127,15.563249
hotspot,200,fixed_gno_refine,qos_violation,0,0,0,0
hotspot,200,fixed_gno_refine,jain_fairness,0.64176426,0.073769448,0.61422138,0.66930713
hotspot,200,fixed_gno_refine,time_s,0.026966667,0.005798236,0.024801813,0.02913152
hotspot,200,gno,coverage,0.99483333,0.0062261037,0.99250873,0.99715794
hotspot,200,gno,K,20,0,20,20
hotspot,200,gno,throughput_Mbps,4407.1513,666.13522,4158.4402,4655.8623
hotspot,200,gno,mean_user_rate_Mbps,22.035756,3.3306761,20.792201,23.279312
hotspot,200,gno,p5_rate_Mbps,3.9732878,1.0726468,3.5727999,4.3737757
hotspot,200,gno,qos_violation,0.0051666667,0.0062261037,0.0028420624,0.007491271
hotspot,200,gno,jain_fairness,0.44337874,0.085529352,0.41144514,0.47531234
hotspot,200,gno,time_s,0.0026333333,0.0007183954,0.0023651102,0.0029015565
hotspot,200,kmeans_grid,coverage,0.811,0.044341932,0.79444431,0.82755569
hotspot,200,kmeans_grid,K,10,0,10,10
hotspot,200,kmeans_grid,throughput_Mbps,10409.31,893.5059,10075.707,10742.913
hotspot,200,kmeans_grid,mean_user_rate_Mbps,52.046549,4.4675295,50.378533,53.714564
hotspot,200,kmeans_grid,p5_rate_Mbps,0,0,0,0
hotspot,200,kmeans_grid,qos_violation,0.189,0.044341932,0.17244431,0.20555569
hotspot,200,kmeans_grid,jain_fairness,0.49488238,0.040553022,0.47974133,0.51002342
hotspot,200,kmeans_grid,time_s,0.0023666667,0.0007183954,0.0020984435,0.0026348898
hotspot,200,pso_high_12x16,coverage,0.9995,0.0020128895,0.99874846,1.0002515
hotspot,200,pso_high_12x16,K,12.833333,0.64771925,12.591498,13.075169
hotspot,200,pso_high_12x16,throughput_Mbps,3518.7614,839.625,3205.2755,3832.2474
hotspot,200,pso_high_12x16,mean_user_rate_Mbps,17.593807,4.198125,16.026378,19.161237
hotspot,200,pso_high_12x16,p5_rate_Mbps,1.4217036,0.62815695,1.1871723,1.6562349
hotspot,200,pso_high_12x16,qos_violation,0.0005,0.0020128895,-0.0002515409,0.0012515409
hotspot,200,pso_high_12x16,jain_fairness,0.31391308,0.10389105,0.27512387,0.35270228
hotspot,200,pso_high_12x16,time_s,0.1927,0.06946701,0.1667635,0.2186365
hotspot,200,pso_low_3x4,coverage,0.921,0.046226578,0.90374065,0.93825935
hotspot,200,pso_low_3x4,K,12.833333,0.64771925,12.591498,13.075169
hotspot,200,pso_low_3x4,throughput_Mbps,3003.0976,646.80754,2761.6028,3244.5924
hotspot,200,pso_low_3x4,mean_user_rate_Mbps,15.015488,3.2340377,13.808014,16.222962
hotspot,200,pso_low_3x4,p5_rate_Mbps,0.21952416,0.3506182,0.088615876,0.35043245
hotspot,200,pso_low_3x4,qos_violation,0.079,0.046226578,0.06174065,0.09625935
hotspot,200,pso_low_3x4,jain_fairness,0.34091067,0.081426133,0.31050906,0.37131227
hotspot,200,pso_low_3x4,time_s,0.0125,0.0027636807,0.011468141,0.013531859
hotspot,200,pso_mid_6x8,coverage,0.9765,0.023161725,0.96785224,0.98514776
hotspot,200,pso_mid_6x8,K,12.833333,0.64771925,12.591498,13.075169
hotspot,200,pso_mid_6x8,throughput_Mbps,3080.1759,631.71291,2844.3169,3316.0349
hotspot,200,pso_mid_6x8,mean_user_rate_Mbps,15.40088,3.1585645,14.221585,16.580175
hotspot,200,pso_mid_6x8,p5_rate_Mbps,0.87386926,0.45024588,0.70576356,1.041975
hotspot,200,pso_mid_6x8,qos_violation,0.0235,0.023161725,0.014852241,0.032147759
hotspot,200,pso_mid_6x8,jain_fairness,0.33488281,0.073200396,0.3075524,0.36221322
hotspot,200,pso_mid_6x8,time_s,0.047166667,0.012445975,0.042519785,0.051813548
hotspot,300,alns_no_refine,coverage,0.99633333,0.0035395958,0.99501178,0.99765489
