factor,level,seed,coverage,K,throughput_Mbps,p5_rate_Mbps,jain_fairness,time_s
altitude_hmax_m,80,20015,1.00000000,28,9722.90533355,3.39350659,0.52174826,0.07800000
altitude_hmax_m,80,20016,1.00000000,28,9825.34656657,1.82415999,0.54318842,0.07600000
altitude_hmax_m,80,20017,0.99000000,23,5470.93742329,1.32837702,0.51718519,0.07600000
altitude_hmax_m,80,20018,1.00000000,26,10073.92392610,2.68710611,0.54950803,0.07300000
altitude_hmax_m,80,20019,1.00000000,25,9217.34462444,3.53661638,0.51704664,0.07200000
altitude_hmax_m,80,20020,0.99750000,24,5758.91816761,1.72594962,0.48645026,0.07500000
altitude_hmax_m,80,20021,0.99250000,25,4933.31171908,1.44406162,0.36853420,0.07700000
altitude_hmax_m,80,20022,0.99500000,25,5528.68553932,1.97877863,0.45108104,0.07800000
altitude_hmax_m,80,20023,0.99750000,25,4520.63402816,2.14531919,0.52055747,0.07300000
altitude_hmax_m,80,20024,1.00000000,30,16893.95940976,2.97818368,0.66458269,0.08000000
altitude_hmax_m,80,20025,1.00000000,26,5190.02035305,2.56235070,0.48057204,0.08000000
altitude_hmax_m,80,20026,1.00000000,26,5551.93240469,2.45075876,0.45368860,0.07800000
altitude_hmax_m,80,20027,0.99750000,24,5489.21935626,2.30887613,0.43833230,0.07700000
altitude_hmax_m,80,20028,0.99250000,24,5513.49955991,2.53920337,0.43661354,0.07300000
altitude_hmax_m,80,20029,1.00000000,33,4056.29112648,1.90132528,0.53990340,0.08400000
altitude_hmax_m,150,20000,0.99500000,24,4981.86937168,1.54849518,0.54584307,0.07200000
altitude_hmax_m,150,20001,1.00000000,26,4866.71971953,1.49915636,0.47757837,0.07600000
altitude_hmax_m,150,20002,1.00000000,24,4898.61715622,1.41952854,0.58392392,0.07800000
altitude_hmax_m,150,20003,0.99000000,26,6293.81663297,1.45834224,0.46483927,0.07700000
altitude_hmax_m,150,20004,1.00000000,28,27364.82722050,16.34048079,0.79188590,0.07600000
altitude_hmax_m,150,20005,0.99750000,32,10192.57920653,2.74560057,0.58558610,0.08500000
altitude_hmax_m,150,20006,1.00000000,29,12851.95954149,4.27656980,0.66181834,0.08500000
altitude_hmax_m,150,20007,0.99750000,28,25252.31663671,13.26936320,0.75216133,0.08100000
altitude_hmax_m,150,20008,1.00000000,25,9758.80077258,2.87970644,0.63994084,0.07600000
altitude_hmax_m,150,20009,1.00000000,23,4512.97289468,1.64575602,0.52720551,0.07600000
altitude_hmax_m,150,20010,1.00000000,29,19004.83925792,7.12891397,0.67132471,0.07600000
altitude_hmax_m,150,20011,1.00000000,26,5133.72915191,1.07190111,0.40947180,0.08200000
altitude_hmax_m,150,20012,1.00000000,30,9140.24376163,2.60146443,0.57381234,0.08400000
altitude_hmax_m,150,20013,1.00000000,24,5299.44215717,1.99076282,0.52392662,0.08100000
altitude_hmax_m,150,20014,1.00000000,31,12708.43038909,4.05371947,0.66715842,0.08200000
altitude_hmax_m,150,20015,1.00000000,25,4780.35213883,1.17508964,0.50837943,0.07900000
altitude_hmax_m,150,20016,1.00000000,28,9659.00112852,2.26622204,0.57428303,0.07800000
altitude_hmax_m,150,20017,1.00000000,31,5331.33551290,2.00072586,0.54950919,0.08500000
altitude_hmax_m,150,20018,1.00000000,26,25359.36927115,17.32667205,0.78393757,0.07500000
altitude_hmax_m,150,20019,1.00000000,30,8047.87073370,2.22062670,0.57198344,0.08000000
altitude_hmax_m,150,20020,1.00000000,24,9295.29202823,3.98308645,0.58532460,0.07700000
altitude_hmax_m,150,20021,1.00000000,28,26838.11607076,17.33272785,0.77394815,0.07400000
altitude_hmax_m,150,20022,1.00000000,30,9567.99704118,2.94899859,0.60567742,0.08500000
altitude_hmax_m,150,20023,1.00000000,28,17919.61862167,8.63787735,0.66743724,0.07400000
altitude_hmax_m,150,20024,0.99750000,33,5440.73419882,1.39687031,0.53979721,0.08500000
altitude_hmax_m,150,20025,1.00000000,27,5093.85568473,3.34495765,0.50781802,0.08000000
altitude_hmax_m,150,20026,1.00000000,26,5644.33695746,1.73413372,0.49414915,0.08000000
altitude_hmax_m,150,20027,1.00000000,28,6410.27061814,3.19907367,0.49272753,0.07700000
altitude_hmax_m,150,20028,1.00000000,29,14652.88168147,8.22142140,0.70401103,0.07500000
altitude_hmax_m,150,20029,1.00000000,28,11132.15256508,3.89930739,0.64390147,0.07400000
altitude_hmax_m,250,20000,1.00000000,28,26983.77526347,15.31193916,0.77326731,0.07300000
altitude_hmax_m,250,20001,1.00000000,26,4952.64316583,1.64517301,0.48057272,0.07700000
altitude_hmax_m,250,20002,1.00000000,23,4643.56259544,1.39738092,0.58650009,0.07700000
altitude_hmax_m,250,20003,0.99500000,29,6033.33801596,1.38656103,0.48820039,0.08600000
altitude_hmax_m,250,20004,1.00000000,27,28450.61218272,16.03080532,0.76393015,0.07600000
altitude_hmax_m,250,20005,1.00000000,29,25368.01947360,14.70832692,0.76176771,0.07600000
altitude_hmax_m,250,20006,1.00000000,26,5009.49931475,2.11224125,0.49202429,0.07700000
altitude_hmax_m,250,20007,0.99750000,26,4630.33417938,1.18869590,0.48049751,0.07900000
altitude_hmax_m,250,20008,1.00000000,35,16210.81294684,8.62413539,0.72877691,0.08000000
altitude_hmax_m,250,20009,1.00000000,28,8368.95015869,2.44050225,0.58442338,0.07900000
altitude_hmax_m,250,20010,1.00000000,28,20520.53678881,10.97015458,0.68554358,0.07400000
altitude_hmax_m,250,20011,1.00000000,25,4896.40035001,1.24817368,0.41638360,0.08200000
altitude_hmax_m,250,20012,1.00000000,30,9486.95867405,3.06456459,0.58122496,0.08300000
altitude_hmax_m,250,20013,1.00000000,25,5090.36116174,2.33987830,0.53829378,0.07800000
altitude_hmax_m,250,20014,1.00000000,32,22133.19692690,14.95916323,0.75086698,0.08000000
altitude_hmax_m,250,20015,1.00000000,27,26800.69876284,16.25514427,0.78097778,0.06900000
altitude_hmax_m,250,20016,1.00000000,23,5116.63592241,1.72556126,0.44832889,0.07400000
altitude_hmax_m,250,20017,0.99750000,27,5252.16293311,1.95898847,0.54821433,0.08100000
altitude_hmax_m,250,20018,1.00000000,28,26375.43331691,16.58872904,0.78106548,0.07700000
altitude_hmax_m,250,20019,1.00000000,28,25229.30042423,12.23109531,0.75596720,0.07100000
altitude_hmax_m,250,20020,1.00000000,29,5620.37813398,1.40734344,0.54969246,0.08200000
altitude_hmax_m,250,20021,1.00000000,26,8751.07300320,2.84834002,0.56724606,0.08000000
altitude_hmax_m,250,20022,0.99750000,23,5574.81972870,1.18281518,0.46260433,0.07600000
altitude_hmax_m,250,20023,1.00000000,26,4928.30956201,1.79918985,0.55922661,0.07600000
altitude_hmax_m,250,20024,0.99750000,30,5823.95894337,1.09142163,0.51674771,0.08400000
altitude_hmax_m,250,20025,1.00000000,32,24201.50993584,12.88516809,0.76259623,0.07800000
altitude_hmax_m,250,20026,1.00000000,29,12725.26270342,2.75514752,0.64000422,0.07700000
altitude_hmax_m,250,20027,1.00000000,28,6354.56853507,3.02340999,0.49272518,0.08400000
altitude_hmax_m,250,20028,1.00000000,30,10283.86931135,2.28835799,0.58454902,0.08100000
altitude_hmax_m,250,20029,1.00000000,34,20695.63865548,12.93245954,0.73746193,0.08400000
nlos_loss_db,10,20000,1.00000000,25,16629.07134681,8.74061950,0.72767553,0.07100000
nlos_loss_db,10,20001,1.00000000,22,3874.54672602,1.70379674,0.47974441,0.07500000
nlos_loss_db,10,20002,1.00000000,22,3821.57599830,2.89461332,0.62491932,0.07600000
nlos_loss_db,10,20003,0.99500000,22,4001.34894112,1.44914412,0.47111918,0.07600000
nlos_loss_db,10,20004,1.00000000,26,17733.41649355,12.27149268,0.77078816,0.07500000
nlos_loss_db,10,20005,1.00000000,28,12242.84284680,6.14542505,0.66804699,0.07800000
nlos_loss_db,10,20006,1.00000000,26,7349.86450402,3.26824146,0.60737093,0.07800000
nlos_loss_db,10,20007,1.00000000,24,4113.27184100,1.79449672,0.44154849,0.08200000
nlos_loss_db,10,20008,1.00000000,25,17016.35161267,10.66826764,0.75140126,0.07300000
nlos_loss_db,10,20009,1.00000000,24,17755.65908719,11.64770699,0.77174456,0.07000000
nlos_loss_db,10,20010,1.00000000,24,18219.31107494,12.27069475,0.75176708,0.07000000
nlos_loss_db,10,20011,1.00000000,27,17300.29100643,10.69355115,0.75900815,0.07800000
nlos_loss_db,10,20012,1.00000000,26,17546.84056616,12.14352572,0.78127277,0.07300000
nlos_loss_db,10,20013,1.00000000,27,15658.77471696,10.92574007,0.74922021,0.07300000
nlos_loss_db,10,20014,1.00000000,27,16975.19018606,10.73864819,0.75287022,0.07500000
nlos_loss_db,10,20015,1.00000000,27,16274.68044421,9.69171982,0.76157700,0.07400000
nlos_loss_db,10,20016,1.00000000,27,16989.86727645,11.00879555,0.76636753,0.07200000
nlos_loss_db,10,20017,1.00000000,26,17370.23784347,12.75783717,0.78234550,0.07400000
nlos_loss_db,10,20018,1.00000000,28,16990.13238727,10.41360249,0.77534887,0.07600000
nlos_loss_db,10,20019,1.00000000,25,17282.71680294,9.03994757,0.73765945,0.07300000
nlos_loss_db,10,20020,1.00000000,24,18108.53156389,12.13432315,0.76544967,0.07100000
nlos_loss_db,10,20021,1.00000000,22,4044.81735391,1.51782822,0.25750745,0.07900000
nlos_loss_db,10,20022,1.00000000,25,14010.17533609,10.13968778,0.73806895,0.08200000
nlos_loss_db,10,20023,1.00000000,26,18015.29877146,13.15543657,0.76789746,0.07200000
nlos_loss_db,10,20024,1.00000000,26,17549.53629269,13.41301475,0.77675168,0.07500000
nlos_loss_db,10,20025,1.00000000,27,15656.16494850,8.86019748,0.74127099,0.07300000
nlos_loss_db,10,20026,1.00000000,26,16386.68691137,12.58386694,0.78287862,0.07200000
nlos_loss_db,10,20027,1.00000000,24,5110.56166457,2.66458215,0.46624462,0.07700000
nlos_loss_db,10,20028,1.00000000,27,16767.60416214,11.41316196,0.77235871,0.07400000
nlos_loss_db,10,20029,1.00000000,25,13994.25360003,6.01006477,0.70475557,0.07800000
nlos_loss_db,20,20000,0.99500000,24,4981.86937168,1.54849518,0.54584307,0.07500000
nlos_loss_db,20,20001,1.00000000,26,4866.71971953,1.49915636,0.47757837,0.07800000
nlos_loss_db,20,20002,1.00000000,24,4898.61715622,1.41952854,0.58392392,0.08100000
nlos_loss_db,20,20003,0.99000000,26,6293.81663297,1.45834224,0.46483927,0.07700000
nlos_loss_db,20,20004,1.00000000,28,27364.82722050,16.34048079,0.79188590,0.07600000
nlos_loss_db,20,20005,0.99750000,32,10192.57920653,2.74560057,0.58558610,0.08400000
nlos_loss_db,20,20006,1.00000000,29,12851.95954149,4.27656980,0.66181834,0.07800000
nlos_loss_db,20,20007,0.99750000,28,25252.31663671,13.26936320,0.75216133,0.08600000
nlos_loss_db,20,20008,1.00000000,25,9758.80077258,2.87970644,0.63994084,0.12300000
nlos_loss_db,20,20009,1.00000000,23,4512.97289468,1.64575602,0.52720551,0.08400000
nlos_loss_db,20,20010,1.00000000,29,19004.83925792,7.12891397,0.67132471,0.08100000
nlos_loss_db,20,20011,1.00000000,26,5133.72915191,1.07190111,0.40947180,0.08900000
nlos_loss_db,20,20012,1.00000000,30,9140.24376163,2.60146443,0.57381234,0.08700000
nlos_loss_db,20,20013,1.00000000,24,5299.44215717,1.99076282,0.52392662,0.08500000
nlos_loss_db,20,20014,1.00000000,31,12708.43038909,4.05371947,0.66715842,0.08300000
nlos_loss_db,20,20015,1.00000000,25,4780.35213883,1.17508964,0.50837943,0.08000000
nlos_loss_db,20,20016,1.00000000,28,9659.00112852,2.26622204,0.57428303,0.08100000
nlos_loss_db,20,20017,1.00000000,31,5331.33551290,2.00072586,0.54950919,0.08900000
nlos_loss_db,20,20018,1.00000000,26,25359.36927115,17.32667205,0.78393757,0.08000000
nlos_loss_db,20,20019,1.00000000,30,8047.87073370,2.22062670,0.57198344,0.08200000
nlos_loss_db,20,20020,1.00000000,24,9295.29202823,3.98308645,0.58532460,0.07900000
nlos_loss_db,20,20021,1.00000000,28,26838.11607076,17.33272785,0.77394815,0.07300000
nlos_loss_db,20,20022,1.00000000,30,9567.99704118,2.94899859,0.60567742,0.08200000
nlos_loss_db,20,20023,1.00000000,28,17919.61862167,8.63787735,0.66743724,0.07200000
nlos_loss_db,20,20024,0.99750000,33,5440.73419882,1.39687031,0.53979721,0.08700000
nlos_loss_db,20,20025,1.00000000,27,5093.85568473,3.34495765,0.50781802,0.08100000
nlos_loss_db,20,20026,1.00000000,26,5644.33695746,1.73413372,0.49414915,0.08100000
nlos_loss_db,20,20027,1.00000000,28,6410.27061814,3.19907367,0.49272753,0.08000000
nlos_loss_db,20,20028,1.00000000,29,14652.88168147,8.22142140,0.70401103,0.07900000
nlos_loss_db,20,20029,1.00000000,28,11132.15256508,3.89930739,0.64390147,0.07500000
nlos_loss_db,30,20000,0.99750000,27,5508.91156650,1.86526365,0.53850584,0.07300000
nlos_loss_db,30,20001,0.98500000,34,5342.72650813,0.80596397,0.46885803,0.08500000
nlos_loss_db,30,20002,0.99250000,31,5334.34064216,1.69205019,0.58194991,0.08000000
nlos_loss_db,30,20003,0.99500000,32,6809.51567100,2.18591006,0.48482268,0.08400000
nlos_loss_db,30,20004,0.99750000,37,12647.48310968,3.61381249,0.65954820,0.08600000
nlos_loss_db,30,20005,0.98250000,30,7143.63542096,0.68031951,0.53255654,0.07900000
nlos_loss_db,30,20006,0.99750000,32,9560.27345158,2.01717241,0.58286066,0.08100000
nlos_loss_db,30,20007,0.99500000,35,9813.37092986,2.67001116,0.59639995,0.09200000
nlos_loss_db,30,20008,1.00000000,27,6240.64626046,1.55283785,0.58830072,0.07600000
nlos_loss_db,30,20009,1.00000000,32,29660.89734084,15.94418694,0.74007550,0.07700000
nlos_loss_db,30,20010,0.99750000,34,15491.08558470,3.59523601,0.61996211,0.08300000
nlos_loss_db,30,20011,0.98000000,28,5766.60261375,1.12306697,0.43704759,0.08100000
nlos_loss_db,30,20012,1.00000000,26,5383.54699070,1.01246850,0.49960815,0.08400000
nlos_loss_db,30,20013,1.00000000,34,24559.74145304,4.88254546,0.66576973,0.08000000
nlos_loss_db,30,20014,0.99250000,27,7343.34212149,1.54258078,0.51559507,0.08900000
nlos_loss_db,30,20015,1.00000000,29,35561.18126970,18.57606733,0.78256879,0.07600000
nlos_loss_db,30,20016,1.00000000,32,10165.90422473,4.00509819,0.60453510,0.07900000
nlos_loss_db,30,20017,0.99250000,34,5688.84944656,1.76529957,0.55269138,0.08500000
nlos_loss_db,30,20018,1.00000000,34,9507.72274209,4.34083070,0.56540841,0.08500000
nlos_loss_db,30,20019,1.00000000,29,5010.51255296,2.82316608,0.56208342,0.07800000
nlos_loss_db,30,20020,0.99250000,35,11028.97537727,1.44074613,0.57921436,0.08500000
nlos_loss_db,30,20021,0.99250000,26,5449.07108142,1.59879615,0.49448396,0.07700000
nlos_loss_db,30,20022,0.99750000,26,6275.82414576,1.21688352,0.48710437,0.08300000
nlos_loss_db,30,20023,1.00000000,28,5908.63311682,1.42070708,0.58406796,0.08200000
nlos_loss_db,30,20024,0.98250000,32,6421.12638917,1.30422842,0.54792476,0.08500000
nlos_loss_db,30,20025,1.00000000,25,5577.18601150,2.34475116,0.49343034,0.07800000
nlos_loss_db,30,20026,0.99500000,27,5766.90225953,2.42070812,0.50404493,0.08100000
nlos_loss_db,30,20027,0.99500000,35,7435.50799841,1.41720201,0.51034098,0.09300000
nlos_loss_db,30,20028,0.99500000,31,6193.17120196,1.07707550,0.48527280,0.08000000
nlos_loss_db,30,20029,1.00000000,29,4399.48078844,2.44326430,0.55267321,0.08700000
