scenario,N,seed,method,coverage,K,throughput_Mbps,mean_user_rate_Mbps,p5_rate_Mbps,qos_violation,jain_fairness,time_s
four_cluster,400,10324,pso_low_3x4,0.99250000,23,6296.46087339,15.74115218,2.38936058,0.00750000,0.62737638,0.02600000
four_cluster,400,10324,pso_mid_6x8,0.98000000,23,7064.05522689,17.66013807,0.72452623,0.02000000,0.53585226,0.10100000
four_cluster,400,10324,pso_high_12x16,1.00000000,23,8807.21246365,22.01803116,2.92020607,0.00000000,0.56762033,0.36500000
four_cluster,400,10325,kmeans_grid,0.94250000,20,25467.11608839,63.66779022,0.00000000,0.05750000,0.65691939,0.00500000
four_cluster,400,10325,gno,0.99500000,40,5957.69747927,14.89424370,1.52916125,0.00500000,0.53015805,0.00400000
four_cluster,400,10325,alns_no_refine,0.99750000,26,6347.01868995,15.86754672,1.28794254,0.00250000,0.52822046,0.05800000
four_cluster,400,10325,fixed_gno_refine,0.99500000,40,5957.69747927,14.89424370,1.52916125,0.00500000,0.53015805,0.04900000
four_cluster,400,10325,alns_sca_lite,1.00000000,29,6210.29510708,15.52573777,1.44127354,0.00000000,0.50212169,0.09700000
four_cluster,400,10325,pso_low_3x4,1.00000000,29,7425.31713546,18.56329284,2.86553522,0.00000000,0.60017879,0.03500000
four_cluster,400,10325,pso_mid_6x8,1.00000000,29,8040.27648529,20.10069121,3.64847860,0.00000000,0.60883711,0.12800000
four_cluster,400,10325,pso_high_12x16,1.00000000,29,9687.44925459,24.21862314,3.18510170,0.00000000,0.60065772,0.46700000
four_cluster,400,10326,kmeans_grid,0.93000000,20,22894.43748822,57.23609372,0.00000000,0.07000000,0.63721897,0.00600000
four_cluster,400,10326,gno,1.00000000,40,4450.82913687,11.12707284,2.10803599,0.00000000,0.55316186,0.00500000
four_cluster,400,10326,alns_no_refine,1.00000000,27,4963.35637970,12.40839095,1.62132256,0.00000000,0.57277299,0.06300000
four_cluster,400,10326,fixed_gno_refine,1.00000000,40,4450.82913687,11.12707284,2.10803599,0.00000000,0.55316186,0.05100000
four_cluster,400,10326,alns_sca_lite,1.00000000,25,4981.49540070,12.45373850,1.37463839,0.00000000,0.53152994,0.10400000
four_cluster,400,10326,pso_low_3x4,0.98750000,25,8965.80410704,22.41451027,1.51914225,0.01250000,0.64826453,0.02900000
four_cluster,400,10326,pso_mid_6x8,1.00000000,25,6588.33234656,16.47083087,1.48537237,0.00000000,0.55143249,0.10600000
four_cluster,400,10326,pso_high_12x16,1.00000000,25,7868.85921162,19.67214803,2.53005289,0.00000000,0.57083581,0.40900000
four_cluster,400,10327,kmeans_grid,0.92500000,20,24649.62769178,61.62406923,0.00000000,0.07500000,0.64426996,0.00500000
four_cluster,400,10327,gno,1.00000000,40,4049.52196856,10.12380492,2.51898814,0.00000000,0.50145316,0.00400000
four_cluster,400,10327,alns_no_refine,1.00000000,24,4541.02883971,11.35257210,2.00889618,0.00000000,0.55825179,0.05800000
four_cluster,400,10327,fixed_gno_refine,1.00000000,40,4049.52196856,10.12380492,2.51898814,0.00000000,0.50145316,0.04900000
four_cluster,400,10327,alns_sca_lite,1.00000000,22,4469.36379693,11.17340949,1.98206576,0.00000000,0.54115169,0.09700000
four_cluster,400,10327,pso_low_3x4,0.98250000,22,6308.54591176,15.77136478,1.00532346,0.01750000,0.52084868,0.02400000
four_cluster,400,10327,pso_mid_6x8,0.99000000,22,6867.69596901,17.16923992,1.16930006,0.01000000,0.52114299,0.08700000
four_cluster,400,10327,pso_high_12x16,1.00000000,22,5785.21633946,14.46304085,1.52286041,0.00000000,0.46986449,0.37200000
four_cluster,400,10328,kmeans_grid,0.84250000,20,21359.21862836,53.39804657,0.00000000,0.15750000,0.57622243,0.00500000
four_cluster,400,10328,gno,1.00000000,40,5220.45602056,13.05114005,2.72038659,0.00000000,0.54437783,0.00500000
four_cluster,400,10328,alns_no_refine,1.00000000,26,6178.05253250,15.44513133,1.44500014,0.00000000,0.50210327,0.06500000
four_cluster,400,10328,fixed_gno_refine,1.00000000,40,5220.45602056,13.05114005,2.72038659,0.00000000,0.54437783,0.05600000
four_cluster,400,10328,alns_sca_lite,1.00000000,28,5769.94242686,14.42485607,1.47094868,0.00000000,0.50186259,0.11700000
four_cluster,400,10328,pso_low_3x4,1.00000000,28,7887.51228183,19.71878070,2.39994825,0.00000000,0.59296725,0.03400000
four_cluster,400,10328,pso_mid_6x8,1.00000000,28,7583.12249778,18.95780624,5.65445882,0.00000000,0.72143875,0.13900000
four_cluster,400,10328,pso_high_12x16,1.00000000,28,9358.30183264,23.39575458,2.69868412,0.00000000,0.63744422,0.51300000
four_cluster,400,10329,kmeans_grid,0.90000000,20,22808.37608554,57.02094021,0.00000000,0.10000000,0.60332345,0.00500000
four_cluster,400,10329,gno,1.00000000,40,4296.38832966,10.74097082,1.43095584,0.00000000,0.45300066,0.00500000
four_cluster,400,10329,alns_no_refine,1.00000000,24,5112.72103887,12.78180260,1.56626404,0.00000000,0.45144469,0.06200000
four_cluster,400,10329,fixed_gno_refine,1.00000000,40,8848.22258131,22.12055645,3.04738723,0.00000000,0.59837000,0.05000000
four_cluster,400,10329,alns_sca_lite,1.00000000,27,9246.98027897,23.11745070,2.08599778,0.00000000,0.57195198,0.10500000
four_cluster,400,10329,pso_low_3x4,0.99750000,27,7424.17546972,18.56043867,2.93269363,0.00250000,0.61694282,0.03400000
four_cluster,400,10329,pso_mid_6x8,1.00000000,27,7553.09405772,18.88273514,3.13358175,0.00000000,0.66557628,0.11800000
four_cluster,400,10329,pso_high_12x16,1.00000000,27,9514.00278917,23.78500697,2.32307088,0.00000000,0.58486801,0.46000000
uniform,100,11000,kmeans_grid,0.95000000,5,8209.00422557,82.09004226,0.00000000,0.05000000,0.60936682,0.00100000
uniform,100,11000,gno,1.00000000,10,2853.10587517,28.53105875,5.33998798,0.00000000,0.53694112,0.00000000
uniform,100,11000,alns_no_refine,1.00000000,6,4785.09520258,47.85095203,2.70991818,0.00000000,0.56815358,0.00300000
uniform,100,11000,fixed_gno_refine,1.00000000,10,7550.60723992,75.50607240,18.17696545,0.00000000,0.76151161,0.00600000
uniform,100,11000,alns_sca_lite,1.00000000,7,6440.21075172,64.40210752,15.18126230,0.00000000,0.62747577,0.00800000
uniform,100,11000,pso_low_3x4,1.00000000,7,4626.71046326,46.26710463,9.51466558,0.00000000,0.60593622,0.00300000
uniform,100,11000,pso_mid_6x8,1.00000000,7,9268.96228807,92.68962288,17.09680414,0.00000000,0.56902167,0.00800000
uniform,100,11000,pso_high_12x16,1.00000000,7,9954.49512892,99.54495129,15.81188746,0.00000000,0.57672429,0.02800000
uniform,100,11001,kmeans_grid,0.95000000,5,10797.52292079,107.97522921,0.00000000,0.05000000,0.66266380,0.00000000
uniform,100,11001,gno,1.00000000,10,3911.19667179,39.11196672,12.07361118,0.00000000,0.63305182,0.00100000
uniform,100,11001,alns_no_refine,1.00000000,8,5354.67063675,53.54670637,4.05797764,0.00000000,0.66087323,0.00400000
uniform,100,11001,fixed_gno_refine,1.00000000,10,6016.45065583,60.16450656,14.57346562,0.00000000,0.65078104,0.00400000
uniform,100,11001,alns_sca_lite,1.00000000,6,7243.59747656,72.43597477,1.65305045,0.00000000,0.54626830,0.00700000
uniform,100,11001,pso_low_3x4,0.98000000,6,8956.52693848,89.56526938,20.44720397,0.02000000,0.57815762,0.00200000
uniform,100,11001,pso_mid_6x8,1.00000000,6,8972.53690082,89.72536901,12.45915724,0.00000000,0.55445061,0.00600000
uniform,100,11001,pso_high_12x16,1.00000000,6,13028.55383665,130.28553837,13.16538001,0.00000000,0.65258455,0.01800000
uniform,100,11002,kmeans_grid,0.93000000,5,8656.74947284,86.56749473,0.00000000,0.07000000,0.61179669,0.00000000
uniform,100,11002,gno,1.00000000,10,3017.83035076,30.17830351,4.84961370,0.00000000,0.68502926,0.00100000
uniform,100,11002,alns_no_refine,1.00000000,6,3657.13188530,36.57131885,1.61583937,0.00000000,0.52374056,0.00300000
uniform,100,11002,fixed_gno_refine,1.00000000,10,4475.97631001,44.75976310,9.69207824,0.00000000,0.62729678,0.00500000
uniform,100,11002,alns_sca_lite,1.00000000,8,5196.30210571,51.96302106,12.74855327,0.00000000,0.59572625,0.00900000
uniform,100,11002,pso_low_3x4,1.00000000,8,6386.82622288,63.86826223,15.50248355,0.00000000,0.65751003,0.00200000
uniform,100,11002,pso_mid_6x8,1.00000000,8,9555.88334450,95.55883344,4.82197697,0.00000000,0.55922611,0.00700000
uniform,100,11002,pso_high_12x16,1.00000000,8,8993.89216169,89.93892162,9.93266774,0.00000000,0.47649724,0.02800000
uniform,100,11003,kmeans_grid,0.93000000,5,8453.20014123,84.53200141,0.00000000,0.07000000,0.57667131,0.00000000
uniform,100,11003,gno,0.97000000,10,3338.81916987,33.38819170,5.10567467,0.03000000,0.51031059,0.00100000
uniform,100,11003,alns_no_refine,0.97000000,6,4137.09632241,41.37096322,2.39951187,0.03000000,0.49430180,0.00200000
uniform,100,11003,fixed_gno_refine,1.00000000,10,8047.05642814,80.47056428,19.65766365,0.00000000,0.71976223,0.00600000
uniform,100,11003,alns_sca_lite,1.00000000,6,7511.23061279,75.11230613,13.84934952,0.00000000,0.60886516,0.00600000
uniform,100,11003,pso_low_3x4,1.00000000,6,4172.45061909,41.72450619,1.85532319,0.00000000,0.56807060,0.00200000
uniform,100,11003,pso_mid_6x8,1.00000000,6,7356.43970473,73.56439705,13.51700246,0.00000000,0.52040015,0.00700000
uniform,100,11003,pso_high_12x16,1.00000000,6,10065.64462660,100.65644627,2.85480863,0.00000000,0.56259358,0.02300000
uniform,100,11004,kmeans_grid,0.97000000,5,9297.72116486,92.97721165,0.87363616,0.03000000,0.59013651,0.00100000
uniform,100,11004,gno,1.00000000,10,3569.76847224,35.69768472,10.28866954,0.00000000,0.60425302,0.00000000
uniform,100,11004,alns_no_refine,1.00000000,7,4575.18701646,45.75187016,13.14369359,0.00000000,0.62369657,0.00300000
uniform,100,11004,fixed_gno_refine,1.00000000,10,8678.88202569,86.78882026,22.55100922,0.00000000,0.79721435,0.00500000
uniform,100,11004,alns_sca_lite,1.00000000,6,7715.36771955,77.15367720,13.70749874,0.00000000,0.72642003,0.00600000
uniform,100,11004,pso_low_3x4,1.00000000,6,7877.87167063,78.77871671,3.35855557,0.00000000,0.46886890,0.00200000
uniform,100,11004,pso_mid_6x8,1.00000000,6,9268.70726332,92.68707263,14.03705894,0.00000000,0.55944741,0.00600000
uniform,100,11004,pso_high_12x16,1.00000000,6,9247.66496272,92.47664963,3.07402901,0.00000000,0.52026931,0.02500000
uniform,100,11005,kmeans_grid,0.95000000,5,9973.49500332,99.73495003,0.00000000,0.05000000,0.63337049,0.00000000
uniform,100,11005,gno,1.00000000,10,4300.47534213,43.00475342,10.07671948,0.00000000,0.60794181,0.00100000
uniform,100,11005,alns_no_refine,1.00000000,6,4872.17774920,48.72177749,2.57425082,0.00000000,0.52185135,0.00200000
uniform,100,11005,fixed_gno_refine,1.00000000,10,9414.72787185,94.14727872,20.07491783,0.00000000,0.77461470,0.00500000
uniform,100,11005,alns_sca_lite,1.00000000,6,7693.33240417,76.93332404,2.02041836,0.00000000,0.56780055,0.00700000
uniform,100,11005,pso_low_3x4,1.00000000,6,7971.31998763,79.71319988,19.94191453,0.00000000,0.68501496,0.00100000
uniform,100,11005,pso_mid_6x8,0.99000000,6,8099.20074938,80.99200749,2.11187070,0.01000000,0.56240916,0.00600000
uniform,100,11005,pso_high_12x16,1.00000000,6,9479.72074404,94.79720744,15.52558298,0.00000000,0.52859236,0.02400000
uniform,100,11006,kmeans_grid,0.87000000,5,8289.62333075,82.89623331,0.00000000,0.13000000,0.59257684,0.00100000
uniform,100,11006,gno,0.99000000,10,3942.23170599,39.42231706,1.92622330,0.01000000,0.56646404,0.00000000
uniform,100,11006,alns_no_refine,1.00000000,7,4772.44967222,47.72449672,4.48675195,0.00000000,0.52026435,0.00300000
uniform,100,11006,fixed_gno_refine,1.00000000,10,7894.84991992,78.94849920,14.28823674,0.00000000,0.70433778,0.00500000
uniform,100,11006,alns_sca_lite,1.00000000,7,9252.98109761,92.52981098,14.81614143,0.00000000,0.62393769,0.00800000
uniform,100,11006,pso_low_3x4,1.00000000,7,5654.56181574,56.54561816,3.78633276,0.00000000,0.40793668,0.00200000
uniform,100,11006,pso_mid_6x8,1.00000000,7,7494.33788892,74.94337889,8.95666073,0.00000000,0.50393714,0.00600000
uniform,100,11006,pso_high_12x16,1.00000000,7,9705.81559429,97.05815594,13.04496224,0.00000000,0.59338617,0.02900000
uniform,100,11007,kmeans_grid,0.97000000,5,10342.78996224,103.42789962,2.06848962,0.03000000,0.65734396,0.00100000
uniform,100,11007,gno,1.00000000,10,3990.90492030,39.90904920,10.47501230,0.00000000,0.64524923,0.00000000
uniform,100,11007,alns_no_refine,1.00000000,6,6330.93848064,63.30938481,12.97998063,0.00000000,0.57678699,0.00300000
uniform,100,11007,fixed_gno_refine,1.00000000,10,9006.09068263,90.06090683,18.05257154,0.00000000,0.76703061,0.00600000
uniform,100,11007,alns_sca_lite,1.00000000,6,9162.77742128,91.62777421,18.57019770,0.00000000,0.70540063,0.00700000
uniform,100,11007,pso_low_3x4,1.00000000,6,7795.52866571,77.95528666,5.95036204,0.00000000,0.46857324,0.00100000
uniform,100,11007,pso_mid_6x8,1.00000000,6,9346.77610290,93.46776103,17.35673646,0.00000000,0.60592429,0.00700000
uniform,100,11007,pso_high_12x16,1.00000000,6,12474.24754396,124.74247544,20.90640565,0.00000000,0.57518060,0.02100000
uniform,100,11008,kmeans_grid,0.89000000,5,9987.41422644,99.87414226,0.00000000,0.11000000,0.58627475,0.00100000
uniform,100,11008,gno,1.00000000,10,3755.76925226,37.55769252,10.14642771,0.00000000,0.54124724,0.00000000
uniform,100,11008,alns_no_refine,1.00000000,6,5931.56423498,59.31564235,14.08419047,0.00000000,0.55879048,0.00300000
uniform,100,11008,fixed_gno_refine,1.00000000,10,7378.45771909,73.78457719,13.78000976,0.00000000,0.69607320,0.00600000
uniform,100,11008,alns_sca_lite,1.00000000,6,7409.14592042,74.09145920,8.56018471,0.00000000,0.60114011,0.00700000
uniform,100,11008,pso_low_3x4,1.00000000,6,6882.66761313,68.82667613,17.51266949,0.00000000,0.59787406,0.00200000
uniform,100,11008,pso_mid_6x8,1.00000000,6,9614.21731846,96.14217318,19.53703375,0.00000000,0.63855097,0.00700000
uniform,100,11008,pso_high_12x16,1.00000000,6,9928.58804392,99.28588044,12.71601653,0.00000000,0.48431564,0.02600000
uniform,100,11009,kmeans_grid,0.93000000,5,9977.35751510,99.77357515,0.00000000,0.07000000,0.64344249,0.00000000
uniform,100,11009,gno,1.00000000,10,4022.46571926,40.22465719,7.62853480,0.00000000,0.63302873,0.00100000
uniform,100,11009,alns_no_refine,1.00000000,6,5086.07804486,50.86078045,9.17867729,0.00000000,0.60911700,0.00200000
uniform,100,11009,fixed_gno_refine,1.00000000,10,8532.26311816,85.32263118,17.27401960,0.00000000,0.76019380,0.00400000
uniform,100,11009,alns_sca_lite,1.00000000,6,7825.52323147,78.25523231,4.88430134,0.00000000,0.60021470,0.00700000
uniform,100,11009,pso_low_3x4,1.00000000,6,6685.90130202,66.85901302,15.62774228,0.00000000,0.49439687,0.00100000
uniform,100,11009,pso_mid_6x8,1.00000000,6,8877.23452334,88.77234523,17.75418301,0.00000000,0.64263372,0.00600000
uniform,100,11009,pso_high_12x16,1.00000000,6,7913.41406448,79.13414064,7.43505167,0.00000000,0.49566284,0.02500000
uniform,100,11010,kmeans_grid,0.97000000,5,9578.78464304,95.78784643,0.76011056,0.03000000,0.56863671,0.00100000
uniform,100,11010,gno,0.99000000,10,2798.07774096,27.98077741,2.90679536,0.01000000,0.49543780,0.00000000
uniform,100,11010,alns_no_refine,0.99000000,6,4292.44901913,42.92449019,10.19529530,0.01000000,0.48360329,0.00300000
uniform,100,11010,fixed_gno_refine,1.00000000,10,8195.50769012,81.95507690,18.41286471,0.00000000,0.73828064,0.00500000
uniform,100,11010,alns_sca_lite,1.00000000,8,5705.12891136,57.05128911,14.52602953,0.00000000,0.79296747,0.00800000
uniform,100,11010,pso_low_3x4,0.99000000,8,6589.25774368,65.89257744,2.82925053,0.01000000,0.47923882,0.00200000
uniform,100,11010,pso_mid_6x8,1.00000000,8,10475.05028188,104.75050282,21.21328242,0.00000000,0.53264975,0.00600000
uniform,100,11010,pso_high_12x16,1.00000000,8,10767.14387643,107.67143876,17.79937895,0.00000000,0.59176633,0.02600000
uniform,100,11011,kmeans_grid,0.91000000,5,8647.21036881,86.47210369,0.00000000,0.09000000,0.57821947,0.00000000
uniform,100,11011,gno,1.00000000,10,3412.50050222,34.12500502,7.14483867,0.00000000,0.60125657,0.00100000
uniform,100,11011,alns_no_refine,1.00000000,6,4845.46995946,48.45469959,9.87248237,0.00000000,0.57350254,0.00200000
uniform,100,11011,fixed_gno_refine,1.00000000,10,7887.23798890,78.87237989,20.12307988,0.00000000,0.75890293,0.00400000
uniform,100,11011,alns_sca_lite,1.00000000,6,7233.09940662,72.33099407,13.06359650,0.00000000,0.59553549,0.00600000
uniform,100,11011,pso_low_3x4,1.00000000,6,8989.02331659,89.89023317,14.88282249,0.00000000,0.54940070,0.00200000
uniform,100,11011,pso_mid_6x8,1.00000000,6,8929.84408329,89.29844083,8.11262754,0.00000000,0.47366379,0.00600000
uniform,100,11011,pso_high_12x16,1.00000000,6,11161.44052393,111.61440524,14.22497830,0.00000000,0.62470036,0.01900000
uniform,100,11012,kmeans_grid,0.92000000,5,8059.31509853,80.59315099,0.00000000,0.08000000,0.58052546,0.00100000
uniform,100,11012,gno,1.00000000,10,3033.84307378,30.33843074,7.87024126,0.00000000,0.54957267,0.00000000
uniform,100,11012,alns_no_refine,1.00000000,6,4667.84341856,46.67843419,10.00767065,0.00000000,0.59171643,0.00300000
uniform,100,11012,fixed_gno_refine,1.00000000,10,8204.15355203,82.04153552,19.74230401,0.00000000,0.75474742,0.00500000
uniform,100,11012,alns_sca_lite,1.00000000,6,7733.07973241,77.33079732,15.50973393,0.00000000,0.69517310,0.00700000
uniform,100,11012,pso_low_3x4,1.00000000,6,6294.38719363,62.94387194,1.58812054,0.00000000,0.59793200,0.00200000
uniform,100,11012,pso_mid_6x8,1.00000000,6,8292.50431835,82.92504318,9.05270632,0.00000000,0.54751301,0.00600000
uniform,100,11012,pso_high_12x16,1.00000000,6,10674.25904333,106.74259043,19.34561328,0.00000000,0.57692556,0.02200000
uniform,100,11013,kmeans_grid,0.95000000,5,8619.15978384,86.19159784,0.00000000,0.05000000,0.56737580,0.00100000
uniform,100,11013,gno,1.00000000,10,4147.88665781,41.47886658,6.96212026,0.00000000,0.57895911,0.00000000
uniform,100,11013,alns_no_refine,1.00000000,6,6128.39160674,61.28391607,3.70902089,0.00000000,0.54784565,0.00300000
uniform,100,11013,fixed_gno_refine,1.00000000,10,4147.88665781,41.47886658,6.96212026,0.00000000,0.57895911,0.00600000
uniform,100,11013,alns_sca_lite,1.00000000,7,6091.59014628,60.91590146,2.83089955,0.00000000,0.58467412,0.00800000
uniform,100,11013,pso_low_3x4,1.00000000,7,6554.61504985,65.54615050,18.59678960,0.00000000,0.64749419,0.00300000
uniform,100,11013,pso_mid_6x8,1.00000000,7,5529.26429153,55.29264292,12.58846888,0.00000000,0.69281530,0.00900000
uniform,100,11013,pso_high_12x16,1.00000000,7,9333.51238576,93.33512386,21.37259701,0.00000000,0.56413421,0.02300000
uniform,100,11014,kmeans_grid,0.85000000,5,9524.68007465,95.24680075,0.00000000,0.15000000,0.51592350,0.00100000
uniform,100,11014,gno,1.00000000,10,4110.93142529,41.10931425,1.40586155,0.00000000,0.55842891,0.00000000
uniform,100,11014,alns_no_refine,1.00000000,6,5909.92269679,59.09922697,1.24665604,0.00000000,0.57608860,0.00300000
uniform,100,11014,fixed_gno_refine,1.00000000,10,9355.18648425,93.55186484,15.47545415,0.00000000,0.78623162,0.00500000
uniform,100,11014,alns_sca_lite,1.00000000,6,7250.67113175,72.50671132,6.28880203,0.00000000,0.58730502,0.00700000
uniform,100,11014,pso_low_3x4,0.98000000,6,6332.94910165,63.32949102,1.05878820,0.02000000,0.53640378,0.00100000
uniform,100,11014,pso_mid_6x8,1.00000000,6,7794.01217789,77.94012178,2.69310433,0.00000000,0.55943091,0.00700000
uniform,100,11014,pso_high_12x16,1.00000000,6,11395.35860591,113.95358606,21.56805111,0.00000000,0.66407659,0.02300000
uniform,100,11015,kmeans_grid,0.93000000,5,8670.63952882,86.70639529,0.00000000,0.07000000,0.53390596,0.00000000
uniform,100,11015,gno,1.00000000,10,3500.87849740,35.00878497,7.60208246,0.00000000,0.55531972,0.00100000
uniform,100,11015,alns_no_refine,1.00000000,7,4241.77836414,42.41778364,9.94091953,0.00000000,0.52800022,0.00300000
uniform,100,11015,fixed_gno_refine,1.00000000,10,8905.70155442,89.05701554,21.62344784,0.00000000,0.73547923,0.00600000
uniform,100,11015,alns_sca_lite,1.00000000,6,10325.55553012,103.25555530,23.32453282,0.00000000,0.73308103,0.00700000
uniform,100,11015,pso_low_3x4,1.00000000,6,5507.23943877,55.07239439,16.88730380,0.00000000,0.65808178,0.00200000
uniform,100,11015,pso_mid_6x8,1.00000000,6,6595.94122736,65.95941227,2.28405284,0.00000000,0.47528076,0.00600000
uniform,100,11015,pso_high_12x16,1.00000000,6,9099.71142835,90.99711428,8.89921228,0.00000000,0.47696022,0.02500000
uniform,100,11016,kmeans_grid,0.94000000,5,10744.16025639,107.44160256,0.00000000,0.06000000,0.65213986,0.00000000
uniform,100,11016,gno,1.00000000,10,5129.21884333,51.29218843,10.05825939,0.00000000,0.72957258,0.00100000
uniform,100,11016,alns_no_refine,1.00000000,6,6955.60357918,69.55603579,14.68698301,0.00000000,0.65821423,0.00300000
uniform,100,11016,fixed_gno_refine,1.00000000,10,10006.70028221,100.06700282,29.81550901,0.00000000,0.81888398,0.00500000
uniform,100,11016,alns_sca_lite,1.00000000,7,8703.59801568,87.03598016,20.15332773,0.00000000,0.72911480,0.00600000
uniform,100,11016,pso_low_3x4,1.00000000,7,6249.48610776,62.49486108,11.60247327,0.00000000,0.46435050,0.00100000
uniform,100,11016,pso_mid_6x8,1.00000000,7,7601.35972883,76.01359729,15.78112546,0.00000000,0.59184859,0.00900000
uniform,100,11016,pso_high_12x16,1.00000000,7,9608.73549420,96.08735494,19.38501624,0.00000000,0.57316587,0.02500000
uniform,100,11017,kmeans_grid,0.90000000,5,10170.80535959,101.70805360,0.00000000,0.10000000,0.53740815,0.00100000
uniform,100,11017,gno,1.00000000,10,3924.91984961,39.24919850,8.63791017,0.00000000,0.56303317,0.00000000
uniform,100,11017,alns_no_refine,1.00000000,6,4901.30737098,49.01307371,5.23640130,0.00000000,0.52291533,0.00400000
uniform,100,11017,fixed_gno_refine,1.00000000,10,9635.21782996,96.35217830,22.49488220,0.00000000,0.77727673,0.00500000
uniform,100,11017,alns_sca_lite,1.00000000,9,6501.19374049,65.01193740,17.85689133,0.00000000,0.70375278,0.00800000
uniform,100,11017,pso_low_3x4,1.00000000,9,5984.88484105,59.84884841,2.02510313,0.00000000,0.42664031,0.00300000
uniform,100,11017,pso_mid_6x8,1.00000000,9,6872.38041395,68.72380414,5.18471925,0.00000000,0.44369881,0.00900000
uniform,100,11017,pso_high_12x16,1.00000000,9,9372.29907940,93.72299079,15.75846857,0.00000000,0.49322701,0.03700000
uniform,100,11018,kmeans_grid,0.94000000,5,9430.44051701,94.30440517,0.00000000,0.06000000,0.61261981,0.00000000
uniform,100,11018,gno,1.00000000,10,2347.58248550,23.47582485,1.87281913,0.00000000,0.71310541,0.00100000
uniform,100,11018,alns_no_refine,1.00000000,6,3073.18567500,30.73185675,1.84152406,0.00000000,0.57317280,0.00200000
uniform,100,11018,fixed_gno_refine,1.00000000,10,8609.87752874,86.09877529,22.39290270,0.00000000,0.74273795,0.00500000
uniform,100,11018,alns_sca_lite,1.00000000,6,7442.86546455,74.42865465,7.96705212,0.00000000,0.59577158,0.00700000
uniform,100,11018,pso_low_3x4,0.98000000,6,6169.08786599,61.69087866,1.53144581,0.02000000,0.65129976,0.00200000
uniform,100,11018,pso_mid_6x8,1.00000000,6,7615.36328191,76.15363282,7.42642989,0.00000000,0.51684117,0.00600000
uniform,100,11018,pso_high_12x16,1.00000000,6,9573.99892520,95.73998925,4.34915595,0.00000000,0.49159388,0.02600000
uniform,100,11019,kmeans_grid,0.93000000,5,9930.06374510,99.30063745,0.00000000,0.07000000,0.68663878,0.00100000
uniform,100,11019,gno,0.94000000,10,3015.02409689,30.15024097,0.00000000,0.06000000,0.52121992,0.00000000
uniform,100,11019,alns_no_refine,0.98000000,6,3809.70214439,38.09702144,1.89347721,0.02000000,0.48341108,0.00300000
uniform,100,11019,fixed_gno_refine,0.97000000,10,8000.33498139,80.00334981,12.80442439,0.03000000,0.72518683,0.00500000
uniform,100,11019,alns_sca_lite,0.97000000,6,7313.42606894,73.13426069,1.72511992,0.03000000,0.60020967,0.00600000
uniform,100,11019,pso_low_3x4,1.00000000,6,6924.75473310,69.24754733,8.02922181,0.00000000,0.54998264,0.00200000
uniform,100,11019,pso_mid_6x8,1.00000000,6,7491.42926415,74.91429264,8.83759140,0.00000000,0.73580098,0.00700000
uniform,100,11019,pso_high_12x16,1.00000000,6,10325.22862723,103.25228627,5.14235443,0.00000000,0.59781190,0.02400000
uniform,100,11020,kmeans_grid,0.94000000,5,10851.28552656,108.51285527,0.00000000,0.06000000,0.61383042,0.00000000
uniform,100,11020,gno,1.00000000,10,4085.54240767,40.85542408,10.74763884,0.00000000,0.70289451,0.00100000
uniform,100,11020,alns_no_refine,1.00000000,6,5420.75500754,54.20755008,1.50660806,0.00000000,0.59006482,0.00200000
uniform,100,11020,fixed_gno_refine,1.00000000,10,8582.85729431,85.82857294,22.68678298,0.00000000,0.78728991,0.00500000
uniform,100,11020,alns_sca_lite,1.00000000,6,8449.97546439,84.49975464,12.76277218,0.00000000,0.57153550,0.00700000
uniform,100,11020,pso_low_3x4,0.98000000,6,5944.09350340,59.44093503,2.68830008,0.02000000,0.59668538,0.00100000
uniform,100,11020,pso_mid_6x8,1.00000000,6,10355.55006570,103.55550066,19.79052660,0.00000000,0.54113770,0.00600000
uniform,100,11020,pso_high_12x16,1.00000000,6,10831.52945814,108.31529458,19.87219047,0.00000000,0.57369885,0.02200000
uniform,100,11021,kmeans_grid,0.93000000,5,9417.52570998,94.17525710,0.00000000,0.07000000,0.55688201,0.00000000
uniform,100,11021,gno,1.00000000,10,2871.59247623,28.71592476,11.29554203,0.00000000,0.66363366,0.00100000
uniform,100,11021,alns_no_refine,1.00000000,5,5358.19056564,53.58190566,2.08223403,0.00000000,0.57111555,0.00200000
uniform,100,11021,fixed_gno_refine,1.00000000,10,8248.34620318,82.48346203,16.81239564,0.00000000,0.72890044,0.00500000
uniform,100,11021,alns_sca_lite,1.00000000,7,9072.48129781,90.72481298,18.65236600,0.00000000,0.74127307,0.00600000
uniform,100,11021,pso_low_3x4,1.00000000,7,6110.89065946,61.10890659,14.38576241,0.00000000,0.64817070,0.00300000
uniform,100,11021,pso_mid_6x8,1.00000000,7,9449.68784011,94.49687840,19.93704363,0.00000000,0.61361435,0.00500000
uniform,100,11021,pso_high_12x16,1.00000000,7,10754.37756280,107.54377563,18.65224660,0.00000000,0.58901904,0.02800000
uniform,100,11022,kmeans_grid,0.91000000,5,8837.29845551,88.37298456,0.00000000,0.09000000,0.58816504,0.00100000
uniform,100,11022,gno,1.00000000,10,3759.18390973,37.59183910,5.25196124,0.00000000,0.64738389,0.00000000
uniform,100,11022,alns_no_refine,1.00000000,6,4568.70447156,45.68704472,2.23955294,0.00000000,0.58564307,0.00300000
